Name,Age,Gender,Height_cm,Weight_kg,Fitness_Goals,Fitness_Level,Days_Available,Time_per_Session_mins,Exercise_Preferences,Gym_Equipment,plan
Emily,32,Female,171,73,Enhance flexibility and reduce stress,Advanced,3 days a week,62,Yoga and Pilates,"Yoga mat, resistance bands",1
David,34,Female,172,79,Maintain overall health and well-being,Beginner,5 days a week,70,"Varied, including strength and cardio","Yoga mat, resistance bands",1
Michael,26,Female,162,61,Lose weight and improve overall fitness,Advanced,3 days a week,39,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Intermediate,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",1
David,39,Male,185,80,Maintain overall health and well-being,Advanced,5 days a week,70,"Varied, including strength and cardio",Full gym access,1
David,37,Male,179,85,Maintain overall health and well-being,Beginner,5 days a week,80,"Varied, including strength and cardio",Full gym access,2
Michael,34,Male,178,74,Gain endurance and boost cardiovascular health,Advanced,5 days a week,59,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,34,Male,180,70,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,55,"Cardio, running, cycling","Yoga mat, resistance bands",2
Michael,39,Male,185,87,Enhance flexibility and reduce stress,Advanced,5 days a week,83,Yoga and Pilates,"Stationary bike, treadmill",2
John,26,Male,166,66,Build muscle and increase strength,Advanced,3 days a week,48,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,27,Male,167,67,Build muscle and increase strength,Advanced,3 days a week,50,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,29,Female,167,64,Enhance flexibility and reduce stress,Advanced,3 days a week,45,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,28,Female,167,62,Lose weight and improve overall fitness,Advanced,3 days a week,39,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,27,Male,169,69,Build muscle and increase strength,Intermediate,3 days a week,54,"Free weights, compound exercises","Bench press, squat rack",2
David,37,Male,181,75,Maintain overall health and well-being,Intermediate,3 days a week,63,"Varied, including strength and cardio",Full gym access,1
Emily,35,Male,178,77,Enhance flexibility and reduce stress,Advanced,5 days a week,64,Yoga and Pilates,"Yoga mat, resistance bands",1
John,25,Male,165,57,Build muscle and increase strength,Intermediate,3 days a week,31,"Free weights, compound exercises","Bench press, squat rack",1
Emily,34,Male,177,75,Enhance flexibility and reduce stress,Intermediate,3 days a week,64,Yoga and Pilates,"Yoga mat, resistance bands",2
John,30,Male,172,82,Build muscle and increase strength,Beginner,3 days a week,75,"Free weights, compound exercises","Bench press, squat rack",2
Sarah,32,Male,177,80,Lose weight and improve overall fitness,Intermediate,3 days a week,75,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Michael,34,Male,178,85,Gain endurance and boost cardiovascular health,Advanced,5 days a week,80,"Cardio, running, cycling","Treadmill, resistance bands",2
Sarah,25,Female,160,55,Lose weight and improve overall fitness,Intermediate,3 days a week,30,"Free weights, compound exercises","Treadmill, resistance bands",2
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Advanced,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,31,Male,175,78,Lose weight and improve overall fitness,Advanced,3 days a week,69,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,25,Female,160,55,Lose weight and improve overall fitness,Beginner,3 days a week,30,Cardio and bodyweight exercises,"Bench press, squat rack",2
Michael,31,Male,172,72,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,60,"Cardio, running, cycling","Stationary bike, treadmill",1
John,25,Female,162,66,Build muscle and increase strength,Intermediate,3 days a week,52,"Free weights, compound exercises","Bench press, squat rack",2
Emily,36,Male,181,72,Enhance flexibility and reduce stress,Advanced,5 days a week,56,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,33,Female,173,80,Enhance flexibility and reduce stress,Advanced,3 days a week,74,Yoga and Pilates,"Yoga mat, resistance bands",2
John,27,Male,168,74,Build muscle and increase strength,Advanced,3 days a week,62,"Free weights, compound exercises","Bench press, squat rack",2
Sarah,31,Male,177,77,Build muscle and increase strength,Intermediate,3 days a week,71,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,31,Male,173,76,Lose weight and improve overall fitness,Advanced,3 days a week,66,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,30,Male,172,70,Lose weight and improve overall fitness,Intermediate,3 days a week,57,Cardio and bodyweight exercises,"Stationary bike, treadmill",2
Emily,38,Male,185,83,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,80,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,25,Female,160,60,Build muscle and increase strength,Beginner,3 days a week,39,"Free weights, compound exercises","Bench press, squat rack",2
Emily,27,Female,161,64,Enhance flexibility and reduce stress,Beginner,3 days a week,42,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,37,Male,184,79,Gain endurance and boost cardiovascular health,Advanced,5 days a week,69,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,31,Male,171,75,Gain endurance and boost cardiovascular health,Advanced,3 days a week,63,"Cardio, running, cycling","Treadmill, resistance bands",1
Michael,37,Male,185,87,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,87,"Cardio, running, cycling","Stationary bike, treadmill",1
David,40,Male,185,89,Maintain overall health and well-being,Advanced,5 days a week,86,"Varied, including strength and cardio",Full gym access,1
Emily,29,Female,166,64,Enhance flexibility and reduce stress,Advanced,3 days a week,43,Yoga and Pilates,"Stationary bike, treadmill",2
Emily,36,Male,178,81,Enhance flexibility and reduce stress,Beginner,5 days a week,71,Yoga and Pilates,"Stationary bike, treadmill",1
David,29,Female,165,55,Maintain overall health and well-being,Advanced,3 days a week,30,"Varied, including strength and cardio",Full gym access,1
Sarah,25,Female,163,56,Lose weight and improve overall fitness,Advanced,3 days a week,30,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,32,Male,173,86,Lose weight and improve overall fitness,Beginner,5 days a week,81,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,31,Female,170,73,Gain endurance and boost cardiovascular health,Advanced,3 days a week,62,"Cardio, running, cycling","Stationary bike, treadmill",1
John,26,Female,163,72,Build muscle and increase strength,Advanced,3 days a week,59,"Free weights, compound exercises","Bench press, squat rack",1
David,34,Male,175,69,Maintain overall health and well-being,Intermediate,3 days a week,55,Yoga and Pilates,Full gym access,2
John,25,Female,160,59,Build muscle and increase strength,Advanced,3 days a week,36,"Free weights, compound exercises","Bench press, squat rack",1
John,29,Male,174,78,Build muscle and increase strength,Intermediate,3 days a week,71,"Free weights, compound exercises","Bench press, squat rack",2
Sarah,30,Female,170,81,Lose weight and improve overall fitness,Advanced,3 days a week,75,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
John,30,Male,174,85,Build muscle and increase strength,Advanced,3 days a week,82,"Free weights, compound exercises","Bench press, squat rack",1
Michael,40,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,Yoga and Pilates,"Stationary bike, treadmill",2
Emily,38,Male,184,87,Enhance flexibility and reduce stress,Advanced,5 days a week,82,Yoga and Pilates,"Yoga mat, resistance bands",1
David,28,Female,160,55,Maintain overall health and well-being,Advanced,3 days a week,31,"Varied, including strength and cardio",Full gym access,2
David,33,Male,173,63,Maintain overall health and well-being,Intermediate,3 days a week,43,Yoga and Pilates,"Yoga mat, resistance bands",1
David,37,Male,181,82,Maintain overall health and well-being,Intermediate,3 days a week,78,"Varied, including strength and cardio",Full gym access,1
Emily,28,Female,164,57,Enhance flexibility and reduce stress,Advanced,3 days a week,33,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,33,Male,174,73,Enhance flexibility and reduce stress,Advanced,3 days a week,60,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,35,Male,177,76,Enhance flexibility and reduce stress,Advanced,5 days a week,62,Yoga and Pilates,"Yoga mat, resistance bands",2
John,25,Female,162,68,Build muscle and increase strength,Advanced,3 days a week,54,"Free weights, compound exercises","Bench press, squat rack",1
Michael,29,Male,169,67,Lose weight and improve overall fitness,Intermediate,3 days a week,51,Cardio and bodyweight exercises,"Stationary bike, treadmill",1
John,26,Female,166,77,Build muscle and increase strength,Advanced,3 days a week,69,"Free weights, compound exercises","Bench press, squat rack",2
John,25,Female,160,55,Build muscle and increase strength,Advanced,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",2
David,40,Male,185,90,Maintain overall health and well-being,Intermediate,5 days a week,88,"Varied, including strength and cardio",Full gym access,1
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Advanced,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",2
John,35,Male,185,90,Build muscle and increase strength,Advanced,3 days a week,90,"Free weights, compound exercises","Bench press, squat rack",2
John,25,Female,160,57,Build muscle and increase strength,Advanced,3 days a week,33,"Free weights, compound exercises","Bench press, squat rack",1
David,37,Male,181,75,Maintain overall health and well-being,Advanced,5 days a week,62,"Varied, including strength and cardio",Full gym access,1
John,31,Male,173,86,Build muscle and increase strength,Beginner,5 days a week,80,"Free weights, compound exercises","Bench press, squat rack",2
Emily,35,Male,180,84,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,82,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,32,Male,174,72,Enhance flexibility and reduce stress,Intermediate,3 days a week,62,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,29,Female,165,72,Gain endurance and boost cardiovascular health,Beginner,5 days a week,55,"Cardio, running, cycling","Treadmill, resistance bands",2
Emily,31,Male,171,67,Enhance flexibility and reduce stress,Advanced,3 days a week,47,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,28,Male,167,66,Lose weight and improve overall fitness,Advanced,3 days a week,47,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,25,Female,161,55,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,34,Male,178,75,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,66,"Cardio, running, cycling","Yoga mat, resistance bands",2
Michael,28,Female,165,66,Gain endurance and boost cardiovascular health,Beginner,3 days a week,46,"Cardio, running, cycling","Treadmill, resistance bands",2
Emily,27,Female,162,55,Enhance flexibility and reduce stress,Intermediate,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",2
David,33,Female,172,71,Maintain overall health and well-being,Advanced,3 days a week,56,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,37,Male,184,83,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,79,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,32,Male,176,76,Lose weight and improve overall fitness,Intermediate,3 days a week,66,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,32,Male,178,83,Build muscle and increase strength,Advanced,3 days a week,77,Cardio and bodyweight exercises,"Bench press, squat rack",2
David,40,Male,185,81,Maintain overall health and well-being,Advanced,5 days a week,71,"Varied, including strength and cardio",Full gym access,2
Emily,25,Female,160,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,"Cardio, running, cycling","Yoga mat, resistance bands",2
David,32,Female,169,66,Maintain overall health and well-being,Advanced,5 days a week,45,"Varied, including strength and cardio",Full gym access,2
Michael,25,Female,162,60,Lose weight and improve overall fitness,Intermediate,3 days a week,39,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,34,Male,175,75,Enhance flexibility and reduce stress,Beginner,5 days a week,59,Yoga and Pilates,"Stationary bike, treadmill",2
Emily,34,Male,174,75,Enhance flexibility and reduce stress,Advanced,5 days a week,62,Yoga and Pilates,"Yoga mat, resistance bands",1
John,28,Male,169,69,Build muscle and increase strength,Intermediate,3 days a week,53,"Free weights, compound exercises","Bench press, squat rack",1
Michael,32,Male,172,71,Gain endurance and boost cardiovascular health,Beginner,5 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,30,Male,172,74,Lose weight and improve overall fitness,Intermediate,3 days a week,66,Cardio and bodyweight exercises,"Stationary bike, treadmill",1
David,36,Male,179,70,Maintain overall health and well-being,Advanced,5 days a week,53,"Varied, including strength and cardio","Yoga mat, resistance bands",1
Emily,38,Male,184,83,Enhance flexibility and reduce stress,Advanced,5 days a week,76,Yoga and Pilates,"Stationary bike, treadmill",1
David,40,Male,185,90,Maintain overall health and well-being,Intermediate,5 days a week,90,"Varied, including strength and cardio",Full gym access,1
Emily,32,Male,172,74,Gain endurance and boost cardiovascular health,Advanced,3 days a week,62,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,27,Female,166,60,Lose weight and improve overall fitness,Advanced,3 days a week,36,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,34,Male,178,83,Gain endurance and boost cardiovascular health,Advanced,3 days a week,77,"Cardio, running, cycling","Stationary bike, treadmill",2
David,38,Male,182,74,Maintain overall health and well-being,Intermediate,5 days a week,60,"Varied, including strength and cardio",Full gym access,2
Emily,30,Female,166,64,Enhance flexibility and reduce stress,Beginner,3 days a week,41,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,31,Male,173,74,Lose weight and improve overall fitness,Intermediate,3 days a week,64,"Cardio, running, cycling","Stationary bike, treadmill",2
John,27,Male,171,70,Build muscle and increase strength,Intermediate,3 days a week,56,"Free weights, compound exercises","Bench press, squat rack",1
Michael,25,Female,160,63,Gain endurance and boost cardiovascular health,Beginner,3 days a week,43,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,34,Male,181,84,Lose weight and improve overall fitness,Intermediate,3 days a week,82,Cardio and bodyweight exercises,"Stationary bike, treadmill",2
David,32,Female,170,71,Maintain overall health and well-being,Advanced,3 days a week,60,"Varied, including strength and cardio",Full gym access,2
Sarah,29,Male,170,71,Lose weight and improve overall fitness,Advanced,3 days a week,58,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,36,Male,183,79,Lose weight and improve overall fitness,Intermediate,3 days a week,70,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,31,Male,175,73,Lose weight and improve overall fitness,Intermediate,3 days a week,61,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,35,Male,181,82,Gain endurance and boost cardiovascular health,Advanced,3 days a week,77,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,36,Male,179,85,Enhance flexibility and reduce stress,Advanced,5 days a week,80,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,31,Male,174,70,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,57,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,29,Female,167,69,Gain endurance and boost cardiovascular health,Beginner,3 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,25,Female,160,55,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,34,Male,177,73,Enhance flexibility and reduce stress,Intermediate,3 days a week,60,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,28,Female,165,63,Gain endurance and boost cardiovascular health,Advanced,3 days a week,40,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,30,Female,167,66,Gain endurance and boost cardiovascular health,Beginner,3 days a week,45,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,31,Female,169,70,Gain endurance and boost cardiovascular health,Beginner,5 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,32,Male,172,73,Gain endurance and boost cardiovascular health,Advanced,3 days a week,60,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,31,Female,171,72,Gain endurance and boost cardiovascular health,Advanced,3 days a week,59,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,27,Female,161,68,Gain endurance and boost cardiovascular health,Advanced,3 days a week,55,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,38,Male,185,84,Enhance flexibility and reduce stress,Intermediate,3 days a week,82,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Advanced,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,30,Male,174,74,Build muscle and increase strength,Intermediate,3 days a week,63,Cardio and bodyweight exercises,"Bench press, squat rack",2
Sarah,26,Female,163,64,Lose weight and improve overall fitness,Advanced,3 days a week,46,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,34,Male,180,72,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,61,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,32,Male,175,76,Lose weight and improve overall fitness,Advanced,3 days a week,65,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,34,Male,175,75,Enhance flexibility and reduce stress,Advanced,3 days a week,64,Yoga and Pilates,"Yoga mat, resistance bands",1
David,35,Male,175,71,Maintain overall health and well-being,Advanced,5 days a week,55,"Varied, including strength and cardio",Full gym access,2
Michael,29,Female,168,67,Lose weight and improve overall fitness,Advanced,3 days a week,50,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Michael,27,Female,165,64,Lose weight and improve overall fitness,Advanced,3 days a week,46,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,37,Male,180,90,Enhance flexibility and reduce stress,Advanced,5 days a week,88,Yoga and Pilates,"Yoga mat, resistance bands",2
David,32,Female,169,63,Maintain overall health and well-being,Advanced,3 days a week,41,"Varied, including strength and cardio",Full gym access,2
Sarah,33,Male,178,81,Lose weight and improve overall fitness,Advanced,5 days a week,71,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,29,Male,173,70,Build muscle and increase strength,Intermediate,3 days a week,56,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,25,Female,160,60,Lose weight and improve overall fitness,Beginner,3 days a week,36,"Free weights, compound exercises","Bench press, squat rack",1
John,30,Male,175,75,Build muscle and increase strength,Intermediate,3 days a week,65,"Free weights, compound exercises","Bench press, squat rack",2
John,31,Male,176,74,Build muscle and increase strength,Advanced,3 days a week,61,"Free weights, compound exercises","Bench press, squat rack",1
John,25,Female,161,66,Build muscle and increase strength,Beginner,3 days a week,47,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,31,Male,172,76,Lose weight and improve overall fitness,Advanced,3 days a week,63,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,25,Female,160,55,Build muscle and increase strength,Intermediate,3 days a week,30,"Free weights, compound exercises","Treadmill, resistance bands",1
Emily,35,Male,177,79,Enhance flexibility and reduce stress,Advanced,3 days a week,72,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,30,Female,170,69,Gain endurance and boost cardiovascular health,Advanced,3 days a week,54,"Cardio, running, cycling","Stationary bike, treadmill",1
David,39,Male,184,77,Maintain overall health and well-being,Intermediate,5 days a week,66,"Varied, including strength and cardio",Full gym access,2
Emily,29,Female,165,61,Enhance flexibility and reduce stress,Advanced,3 days a week,39,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,25,Female,160,55,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,32,Male,174,72,Gain endurance and boost cardiovascular health,Advanced,3 days a week,57,"Cardio, running, cycling","Stationary bike, treadmill",2
David,39,Male,184,78,Maintain overall health and well-being,Advanced,5 days a week,66,"Varied, including strength and cardio",Full gym access,2
Michael,29,Male,170,67,Lose weight and improve overall fitness,Intermediate,3 days a week,53,"Cardio, running, cycling","Stationary bike, treadmill",1
Sarah,40,Male,185,90,Build muscle and increase strength,Advanced,5 days a week,90,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,35,Male,178,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",1
Sarah,25,Female,160,55,Gain endurance and boost cardiovascular health,Beginner,3 days a week,30,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,26,Female,162,55,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Treadmill, resistance bands",1
Emily,32,Male,171,61,Enhance flexibility and reduce stress,Advanced,3 days a week,38,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,37,Male,182,73,Enhance flexibility and reduce stress,Intermediate,3 days a week,60,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,26,Female,165,70,Build muscle and increase strength,Intermediate,3 days a week,59,"Free weights, compound exercises","Treadmill, resistance bands",1
Michael,30,Male,171,68,Lose weight and improve overall fitness,Intermediate,3 days a week,55,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,28,Female,166,68,Gain endurance and boost cardiovascular health,Beginner,3 days a week,49,"Cardio, running, cycling","Treadmill, resistance bands",1
David,37,Male,178,77,Maintain overall health and well-being,Advanced,5 days a week,69,"Varied, including strength and cardio",Full gym access,2
Emily,31,Female,170,68,Enhance flexibility and reduce stress,Advanced,3 days a week,50,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,28,Male,170,76,Build muscle and increase strength,Intermediate,3 days a week,70,"Free weights, compound exercises","Bench press, squat rack",2
Emily,31,Female,170,67,Enhance flexibility and reduce stress,Advanced,3 days a week,50,"Cardio, running, cycling","Stationary bike, treadmill",1
John,25,Female,161,65,Build muscle and increase strength,Advanced,3 days a week,46,"Free weights, compound exercises","Bench press, squat rack",1
Michael,25,Female,160,55,Lose weight and improve overall fitness,Intermediate,3 days a week,30,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,39,Male,185,90,Enhance flexibility and reduce stress,Advanced,5 days a week,89,Yoga and Pilates,"Yoga mat, resistance bands",1
David,40,Male,184,79,Maintain overall health and well-being,Intermediate,3 days a week,72,"Varied, including strength and cardio",Full gym access,2
David,34,Male,175,67,Maintain overall health and well-being,Advanced,3 days a week,48,Yoga and Pilates,"Yoga mat, resistance bands",1
David,36,Female,176,73,Maintain overall health and well-being,Intermediate,3 days a week,64,"Varied, including strength and cardio",Full gym access,2
David,28,Female,161,55,Maintain overall health and well-being,Advanced,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",1
John,25,Male,164,65,Build muscle and increase strength,Beginner,3 days a week,43,"Free weights, compound exercises","Bench press, squat rack",2
Emily,31,Male,171,60,Enhance flexibility and reduce stress,Intermediate,3 days a week,37,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,26,Female,163,56,Gain endurance and boost cardiovascular health,Advanced,3 days a week,31,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Michael,34,Male,177,79,Gain endurance and boost cardiovascular health,Advanced,3 days a week,70,"Cardio, running, cycling","Stationary bike, treadmill",1
John,27,Male,168,68,Build muscle and increase strength,Advanced,3 days a week,50,"Free weights, compound exercises","Bench press, squat rack",1
Michael,38,Male,184,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,26,Female,160,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,28,Female,164,60,Gain endurance and boost cardiovascular health,Advanced,3 days a week,36,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,30,Female,170,70,Gain endurance and boost cardiovascular health,Advanced,3 days a week,56,"Cardio, running, cycling","Stationary bike, treadmill",2
David,33,Female,172,74,Maintain overall health and well-being,Advanced,3 days a week,61,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,36,Male,181,82,Gain endurance and boost cardiovascular health,Advanced,5 days a week,73,"Cardio, running, cycling","Treadmill, resistance bands",2
David,38,Male,183,75,Maintain overall health and well-being,Advanced,5 days a week,63,"Varied, including strength and cardio",Full gym access,2
Sarah,34,Male,179,87,Lose weight and improve overall fitness,Beginner,5 days a week,82,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,25,Female,160,65,Build muscle and increase strength,Advanced,3 days a week,49,"Free weights, compound exercises","Bench press, squat rack",1
John,29,Male,171,72,Build muscle and increase strength,Advanced,3 days a week,57,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,29,Male,169,64,Lose weight and improve overall fitness,Advanced,3 days a week,43,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,36,Male,179,75,Maintain overall health and well-being,Advanced,5 days a week,61,Yoga and Pilates,"Yoga mat, resistance bands",1
John,33,Male,179,85,Build muscle and increase strength,Beginner,5 days a week,78,"Free weights, compound exercises","Bench press, squat rack",1
David,35,Male,175,73,Maintain overall health and well-being,Advanced,5 days a week,58,Yoga and Pilates,"Yoga mat, resistance bands",2
David,35,Male,177,72,Maintain overall health and well-being,Advanced,5 days a week,57,"Varied, including strength and cardio",Full gym access,1
Emily,28,Female,168,56,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,32,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,32,Male,175,79,Lose weight and improve overall fitness,Advanced,3 days a week,72,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
John,25,Female,160,55,Build muscle and increase strength,Beginner,3 days a week,30,"Free weights, compound exercises","Bench press, squat rack",1
David,39,Male,185,78,Maintain overall health and well-being,Intermediate,3 days a week,70,"Varied, including strength and cardio",Full gym access,2
Sarah,27,Female,163,77,Lose weight and improve overall fitness,Advanced,3 days a week,70,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,36,Male,183,82,Lose weight and improve overall fitness,Intermediate,3 days a week,76,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,30,Female,168,69,Gain endurance and boost cardiovascular health,Advanced,3 days a week,53,"Cardio, running, cycling","Stationary bike, treadmill",1
David,39,Male,185,78,Maintain overall health and well-being,Intermediate,3 days a week,70,"Varied, including strength and cardio",Full gym access,2
Sarah,26,Female,163,67,Build muscle and increase strength,Advanced,3 days a week,49,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,25,Female,162,58,Build muscle and increase strength,Intermediate,3 days a week,35,"Free weights, compound exercises","Bench press, squat rack",2
Michael,37,Male,182,85,Gain endurance and boost cardiovascular health,Advanced,5 days a week,82,Yoga and Pilates,"Stationary bike, treadmill",1
John,25,Male,164,61,Build muscle and increase strength,Intermediate,3 days a week,42,"Free weights, compound exercises","Bench press, squat rack",2
David,38,Male,181,85,Maintain overall health and well-being,Advanced,5 days a week,81,"Varied, including strength and cardio",Full gym access,1
Sarah,29,Male,170,83,Build muscle and increase strength,Advanced,3 days a week,81,"Free weights, compound exercises","Bench press, squat rack",1
Michael,27,Female,165,55,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,31,Male,173,75,Lose weight and improve overall fitness,Advanced,3 days a week,63,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,34,Male,179,90,Build muscle and increase strength,Advanced,5 days a week,90,Cardio and bodyweight exercises,"Bench press, squat rack",1
Sarah,29,Male,172,70,Lose weight and improve overall fitness,Advanced,3 days a week,53,Cardio and bodyweight exercises,"Bench press, squat rack",2
John,29,Male,173,77,Build muscle and increase strength,Advanced,3 days a week,67,"Free weights, compound exercises","Bench press, squat rack",2
Sarah,32,Male,175,79,Lose weight and improve overall fitness,Advanced,3 days a week,70,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
David,25,Female,160,55,Maintain overall health and well-being,Advanced,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,35,Male,184,81,Lose weight and improve overall fitness,Intermediate,3 days a week,78,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,33,Female,172,72,Maintain overall health and well-being,Beginner,5 days a week,52,Yoga and Pilates,"Yoga mat, resistance bands",2
John,26,Male,169,66,Build muscle and increase strength,Intermediate,3 days a week,49,"Free weights, compound exercises","Bench press, squat rack",2
Michael,27,Female,165,65,Gain endurance and boost cardiovascular health,Advanced,3 days a week,49,"Cardio, running, cycling","Stationary bike, treadmill",2
